1067,0.0019028161003501,1067,7.01093148138428E-4,1075,0.002152805477,1071,1.597058959E-4,1023,1.934956381E-6
1066.97998,-3.60073789401123E-4,1066.97998,3.40120068395313E-4,1074.949951,0.002726455331,1070.900024,7.853055373E-5,1022.900024,1.335383579E-4
1066.959961,-0.00143212217248143,1066.959961,5.31735670529564E-4,1074.900024,-0.002398287356,1070.800049,7.901910692E-5,1022.799988,6.319751963E-5
1066.939941,-8.38063775923515E-4,1066.939941,-0.00106677206765676,1074.849976,4.147225246E-4,1070.699951,-2.53793411E-5,1022.700012,1.277789124E-5
1066.920044,-2.05101516678538E-4,1066.920044,-0.00101938710166569,1074.800049,-0.003191274107,1070.599976,-4.752894398E-5,1022.599976,1.554533374E-4
1066.900024,-2.20416626337677E-4,1066.900024,0.00193871557885621,1074.75,-0.001148692444,1070.5,-3.394213039E-5,1022.5,8.434368297E-5
1066.880005,0.00166634577053206,1066.880005,4.25172596489872E-4,1074.699951,-0.002167227268,1070.400024,1.106335502E-4,1022.400024,1.732492633E-4
1066.859985,6.89933984854087E-4,1066.859985,6.24312486677634E-4,1074.650024,-0.001282240897,1070.300049,-2.802331466E-5,1022.299988,-1.196779893E-5
1066.839966,6.96712578980606E-4,1066.839966,0.00168112402741436,1074.599976,-0.001275289059,1070.199951,-5.304036895E-6,1022.200012,-1.672768412E-6
1066.819946,8.54033869142124E-4,1066.819946,0.00119767134773236,1074.550049,0.001550192833,1070.099976,5.536061712E-5,1022.099976,2.140911995E-5
1066.800049,-0.0010452025009662,1066.800049,-0.00117128118445469,1074.5,0.001906547397,1070,-3.248907451E-6,1022,2.394533949E-5
1066.780029,-0.00126142129195326,1066.780029,-0.00303332154394613,1074.449951,-4.952726141E-4,1069.900024,7.356167771E-5,1021.900024,-3.622237593E-5
1066.76001,-0.00160110737954988,1066.76001,-6.41954058142346E-4,1074.400024,-0.001178033799,1069.800049,1.665461995E-4,1021.799988,1.573084667E-4
1066.73999,-7.43284509009813E-4,1066.73999,-0.00124272540911745,1074.349976,0.003439463973,1069.699951,1.276127179E-5,1021.700012,4.615857732E-5
1066.719971,4.96709777601281E-4,1066.719971,-1.16624652389866E-4,1074.300049,6.138866395E-4,1069.599976,5.283731036E-5,1021.599976,-2.144734189E-4
1066.699951,-3.18048292180502E-4,1066.699951,6.56734485253791E-4,1074.25,-3.797544166E-4,1069.5,-2.198010217E-5,1021.5,1.568496227E-4
1066.680054,0.00311542017692411,1066.680054,0.00331074644897287,1074.199951,-0.004481956363,1069.400024,8.428486064E-5,1021.400024,-9.571614675E-5
1066.660034,-0.00179071783357867,1066.660034,-0.0013568150434998,1074.150024,0.003115960956,1069.300049,-1.40593024E-4,1021.299988,-9.979867376E-5
1066.640015,-0.00138750685927028,1066.640015,0.00184766294890944,1074.099976,-0.002824480534,1069.199951,4.916040227E-5,1021.200012,1.369339763E-5
1066.619995,-8.80744600182846E-4,1066.619995,-0.00151010028338665,1074.050049,-0.002473915666,1069.099976,1.320169657E-5,1021.099976,2.496125409E-5
1066.599976,7.65941793899295E-4,1066.599976,9.89642264621962E-4,1074,3.135127947E-4,1069,7.086071419E-6,1021,2.316798642E-4
1066.579956,-2.60407880044052E-4,1066.579956,0.00198086024667293,1073.949951,-0.001284091771,1068.900024,-1.245790441E-4,1020.900024,-3.330518259E-5
1066.560059,-4.0403417350091E-4,1066.560059,-9.68703212078516E-4,1073.900024,-0.002927550673,1068.800049,-2.373815514E-5,1020.799988,4.3905247E-5
1066.540039,0.00159739387205461,1066.540039,9.80012344060206E-4,1073.849976,8.537735045E-4,1068.699951,-5.039043725E-5,1020.700012,3.561759833E-5
1066.52002,-0.00219255039726453,1066.52002,0.00152369697572484,1073.800049,0.002292993665,1068.599976,1.980223926E-5,1020.599976,-3.658876522E-6
1066.5,2.82123247611198E-4,1066.5,-0.00120697426832608,1073.75,0.003121124804,1068.5,5.749712233E-5,1020.5,9.441422299E-5
